;tweet;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
2215;Ih Ngeri, Beredar Foto Luna Maya Jadi Suzzanna Bikin Merinding [URL];ih ngeri beredar foto luna maya jadi suzzanna bikin merinding allcaps url allcaps;['ih', 'ngeri', 'beredar', 'foto', 'luna', 'maya', 'jadi', 'suzzanna', 'bikin', 'merinding', 'allcaps', 'url', 'allcaps'];['ih', 'ngeri', 'beredar', 'foto', 'luna', 'maya', 'jadi', 'suzzanna', 'bikin', 'merinding', 'allcaps', 'url', 'allcaps'];['ih', 'ngeri', 'beredar', 'foto', 'luna', 'maya', 'suzzanna', 'bikin', 'merinding', 'allcaps', 'url', 'allcaps'];ih ngeri beredar foto luna maya suzzanna bikin merinding allcaps url allcaps;ih ngeri edar foto luna maya suzzanna bikin merinding allcaps url allcaps
2216;"kalo dokter dipanggilnya ""dok"" - kalo suster dipanggilnya ""sus"" - nah kalo apoteker? ""ap"", ""tek"", ato ""ker"" ?. Iya juga yah, bingung. Aku pribadi sih lbh seneng kamu panggil ""sayang"", it warms ma heart";kalo dokter dipanggilnya dok kalo suster dipanggilnya sus nah kalo apoteker ap tek ato ker repeated iya juga yah bingung aku pribadi sih lbh seneng kamu panggil sayang it warms ma heart;['kalo', 'dokter', 'dipanggilnya', 'dok', 'kalo', 'suster', 'dipanggilnya', 'sus', 'nah', 'kalo', 'apoteker', 'ap', 'tek', 'ato', 'ker', 'repeated', 'iya', 'juga', 'yah', 'bingung', 'aku', 'pribadi', 'sih', 'lbh', 'seneng', 'kamu', 'panggil', 'sayang', 'it', 'warms', 'ma', 'heart'];['kalo', 'dokter', 'dipanggilnya', 'dok', 'kalo', 'suster', 'dipanggilnya', 'sus', 'nah', 'kalo', 'apoteker', 'ap', 'tek', 'ato', 'ker', 'repeated', 'iya', 'juga', 'yah', 'bingung', 'aku', 'pribadi', 'sih', 'lbh', 'seneng', 'kamu', 'panggil', 'sayang', 'it', 'warms', 'ma', 'heart'];['kalo', 'dokter', 'dipanggilnya', 'dok', 'kalo', 'suster', 'dipanggilnya', 'sus', 'kalo', 'apoteker', 'ap', 'tek', 'ato', 'ker', 'repeated', 'iya', 'yah', 'bingung', 'pribadi', 'sih', 'lbh', 'seneng', 'panggil', 'sayang', 'it', 'warms', 'ma', 'heart'];kalo dokter dipanggilnya dok kalo suster dipanggilnya sus kalo apoteker ap tek ato ker repeated iya yah bingung pribadi sih lbh seneng panggil sayang it warms ma heart;kalo dokter panggil dok kalo suster panggil sus kalo apoteker ap tek ato ker repeated iya yah bingung pribadi sih lbh neng panggil sayang it warms ma heart
2217;"Bagaimana ya. Jalur yang dilewati juga jalur lewat truck juga. Aku mikir gini ""sayang gak sih sama nyawa?"" Dan beberapa umpatan lainnya. Dan jalan itu kurang penerangan dan banyak sekali yang ngelawan arus jalan.";bagaimana ya jalur yang dilewati juga jalur lewat truck juga aku mikir gini sayang gak sih sama nyawa dan beberapa umpatan lainnya dan jalan itu kurang penerangan dan banyak sekali yang ngelawan arus jalan;['bagaimana', 'ya', 'jalur', 'yang', 'dilewati', 'juga', 'jalur', 'lewat', 'truck', 'juga', 'aku', 'mikir', 'gini', 'sayang', 'gak', 'sih', 'sama', 'nyawa', 'dan', 'beberapa', 'umpatan', 'lainnya', 'dan', 'jalan', 'itu', 'kurang', 'penerangan', 'dan', 'banyak', 'sekali', 'yang', 'ngelawan', 'arus', 'jalan'];['bagaimana', 'ya', 'jalur', 'yang', 'dilewati', 'juga', 'jalur', 'lewat', 'truck', 'juga', 'aku', 'mikir', 'gini', 'sayang', 'gak', 'sih', 'sama', 'nyawa', 'dan', 'beberapa', 'umpatan', 'lainnya', 'dan', 'jalan', 'itu', 'kurang', 'penerangan', 'dan', 'banyak', 'sekali', 'yang', 'ngelawan', 'arus', 'jalan'];['ya', 'jalur', 'dilewati', 'jalur', 'truck', 'mikir', 'gini', 'sayang', 'gak', 'sih', 'nyawa', 'umpatan', 'jalan', 'penerangan', 'ngelawan', 'arus', 'jalan'];ya jalur dilewati jalur truck mikir gini sayang gak sih nyawa umpatan jalan penerangan ngelawan arus jalan;ya jalur lewat jalur truck mikir gin sayang gak sih nyawa umpat jalan terang ngelawan arus jalan
2218;si gendut kalau saya yang suruh ogah jalan! dasar kebo!;si gendut kalau saya yang suruh ogah jalan dasar kebo;['si', 'gendut', 'kalau', 'saya', 'yang', 'suruh', 'ogah', 'jalan', 'dasar', 'kebo'];['si', 'gendut', 'kalau', 'saya', 'yang', 'suruh', 'ogah', 'jalan', 'dasar', 'kebo'];['si', 'gendut', 'suruh', 'ogah', 'jalan', 'dasar', 'kebo'];si gendut suruh ogah jalan dasar kebo;si gendut suruh ogah jalan dasar kebo
2219;Serem kang,kl sdh macetnya begitu. Padahal tol semua yaa..,Horor itu mah;serem kang kl sdh macetnya begitu padahal tol semua yaa repeated horor itu mah;['serem', 'kang', 'kl', 'sdh', 'macetnya', 'begitu', 'padahal', 'tol', 'semua', 'yaa', 'repeated', 'horor', 'itu', 'mah'];['serem', 'kang', 'kl', 'sdh', 'macetnya', 'begitu', 'padahal', 'tol', 'semua', 'yaa', 'repeated', 'horor', 'itu', 'mah'];['serem', 'kang', 'kl', 'sdh', 'macetnya', 'tol', 'yaa', 'repeated', 'horor', 'mah'];serem kang kl sdh macetnya tol yaa repeated horor mah;rem kang kl sdh macet tol yaa repeated horor mah
2220;"Jadi dulu pernah bilang gini ""Mas lu cuma maen2 doang ya sama gua?  : ya kaga lah bege, kalo buat maen doang ngapain gua sampe nungguin lu bertahun2? rajin banget gua"" and finally putus2 juga wkwkw makan tuh";jadi dulu pernah bilang gini mas lu cuma maen2 doang ya sama gua ya kaga lah bege kalo buat maen doang ngapain gua sampe nungguin lu bertahun2 rajin banget gua and finally putus2 juga wkwkw makan tuh;['jadi', 'dulu', 'pernah', 'bilang', 'gini', 'mas', 'lu', 'cuma', 'maen2', 'doang', 'ya', 'sama', 'gua', 'ya', 'kaga', 'lah', 'bege', 'kalo', 'buat', 'maen', 'doang', 'ngapain', 'gua', 'sampe', 'nungguin', 'lu', 'bertahun2', 'rajin', 'banget', 'gua', 'and', 'finally', 'putus2', 'juga', 'wkwkw', 'makan', 'tuh'];['jadi', 'dulu', 'pernah', 'bilang', 'gini', 'mas', 'lu', 'cuma', 'maen2', 'doang', 'ya', 'sama', 'gua', 'ya', 'kaga', 'lah', 'bege', 'kalo', 'buat', 'maen', 'doang', 'ngapain', 'gua', 'sampe', 'nungguin', 'lu', 'bertahun2', 'rajin', 'banget', 'gua', 'and', 'finally', 'putus2', 'juga', 'wkwkw', 'makan', 'tuh'];['bilang', 'gini', 'mas', 'lu', 'maen2', 'doang', 'ya', 'gua', 'ya', 'kaga', 'bege', 'kalo', 'maen', 'doang', 'ngapain', 'gua', 'sampe', 'nungguin', 'lu', 'bertahun2', 'rajin', 'banget', 'gua', 'and', 'finally', 'putus2', 'wkwkw', 'makan', 'tuh'];bilang gini mas lu maen2 doang ya gua ya kaga bege kalo maen doang ngapain gua sampe nungguin lu bertahun2 rajin banget gua and finally putus2 wkwkw makan tuh;bilang gin mas lu maen2 doang ya gua ya kaga bege kalo maen doang ngapain gua sampe nungguin lu bertahun2 rajin banget gua and finally putus2 wkwkw makan tuh
2221;Hal yang paling buat hari-hari ini selalu indah adalah kamu Karena kamu itu ASIK ( Anugerah yang Sempurna Indah di Kehidupan ku) #IniSahurTIKETCOMHariKe20 [USERNAME] [USERNAME];hal yang paling buat hari hari ini selalu indah adalah kamu karena kamu itu allcaps asik allcaps anugerah yang sempurna indah di kehidupan ku hashtag ini sahur tiketcom hari ke 20 hashtag allcaps username allcaps allcaps username allcaps;['hal', 'yang', 'paling', 'buat', 'hari', 'hari', 'ini', 'selalu', 'indah', 'adalah', 'kamu', 'karena', 'kamu', 'itu', 'allcaps', 'asik', 'allcaps', 'anugerah', 'yang', 'sempurna', 'indah', 'di', 'kehidupan', 'ku', 'hashtag', 'ini', 'sahur', 'tiketcom', 'hari', 'ke', '20', 'hashtag', 'allcaps', 'username', 'allcaps', 'allcaps', 'username', 'allcaps'];['hal', 'yang', 'paling', 'buat', 'hari', 'hari', 'ini', 'selalu', 'indah', 'adalah', 'kamu', 'karena', 'kamu', 'itu', 'allcaps', 'asik', 'allcaps', 'anugerah', 'yang', 'sempurna', 'indah', 'di', 'kehidupan', 'ku', 'hashtag', 'ini', 'sahur', 'tiketcom', 'hari', 'ke', '20', 'hashtag', 'allcaps', 'username', 'allcaps', 'allcaps', 'username', 'allcaps'];['indah', 'allcaps', 'asik', 'allcaps', 'anugerah', 'sempurna', 'indah', 'kehidupan', 'ku', 'hashtag', 'sahur', 'tiketcom', '20', 'hashtag', 'allcaps', 'username', 'allcaps', 'allcaps', 'username', 'allcaps'];indah allcaps asik allcaps anugerah sempurna indah kehidupan ku hashtag sahur tiketcom 20 hashtag allcaps username allcaps allcaps username allcaps;indah allcaps asik allcaps anugerah sempurna indah hidup ku hashtag sahur tiketcom 20 hashtag allcaps username allcaps allcaps username allcaps
2222;"kurangin intensitas berkabar, jadi tak berkabar tiap hari, yakali tiap hari banget begadang cuman buat face time dan telponan, dikantor tidur. ""namanya juga perjuangan det"" ya engga gitu juga sih, bejuang ga sekonyol itu juga. ada saatnya lah~";kurangin intensitas berkabar jadi tak berkabar tiap hari yakali tiap hari banget begadang cuman buat face time dan telponan dikantor tidur namanya juga perjuangan det ya engga gitu juga sih bejuang ga sekonyol itu juga ada saatnya lah;['kurangin', 'intensitas', 'berkabar', 'jadi', 'tak', 'berkabar', 'tiap', 'hari', 'yakali', 'tiap', 'hari', 'banget', 'begadang', 'cuman', 'buat', 'face', 'time', 'dan', 'telponan', 'dikantor', 'tidur', 'namanya', 'juga', 'perjuangan', 'det', 'ya', 'engga', 'gitu', 'juga', 'sih', 'bejuang', 'ga', 'sekonyol', 'itu', 'juga', 'ada', 'saatnya', 'lah'];['kurangin', 'intensitas', 'berkabar', 'jadi', 'tak', 'berkabar', 'tiap', 'hari', 'yakali', 'tiap', 'hari', 'banget', 'begadang', 'cuman', 'buat', 'face', 'time', 'dan', 'telponan', 'dikantor', 'tidur', 'namanya', 'juga', 'perjuangan', 'det', 'ya', 'engga', 'gitu', 'juga', 'sih', 'bejuang', 'tidak', 'sekonyol', 'itu', 'juga', 'ada', 'saatnya', 'lah'];['kurangin', 'intensitas', 'berkabar', 'berkabar', 'yakali', 'banget', 'begadang', 'cuman', 'face', 'time', 'telponan', 'dikantor', 'tidur', 'namanya', 'perjuangan', 'det', 'ya', 'engga', 'gitu', 'sih', 'bejuang', 'sekonyol'];kurangin intensitas berkabar berkabar yakali banget begadang cuman face time telponan dikantor tidur namanya perjuangan det ya engga gitu sih bejuang sekonyol;rangin intensitas kabar kabar yakali banget begadang cuman face time telpon kantor tidur nama juang det ya engga gitu sih bejuang konyol
2223;Yoongiii Kangen banget ampe atit nih akunyaaa akirnya update uga.. makin putih yaaa ga pernah keluar kamar keknyaa selama summer yaaa.. sayang anet ama yoongiii...;yoongi elongated kangen banget ampe atit nih akunyaa elongated akirnya update uga repeated makin putih ya elongated ga pernah keluar kamar keknyaa selama summer ya elongated repeated sayang anet ama yoongi elongated repeated;['yoongi', 'elongated', 'kangen', 'banget', 'ampe', 'atit', 'nih', 'akunyaa', 'elongated', 'akirnya', 'update', 'uga', 'repeated', 'makin', 'putih', 'ya', 'elongated', 'ga', 'pernah', 'keluar', 'kamar', 'keknyaa', 'selama', 'summer', 'ya', 'elongated', 'repeated', 'sayang', 'anet', 'ama', 'yoongi', 'elongated', 'repeated'];['yoongi', 'elongated', 'kangen', 'banget', 'ampe', 'atit', 'nih', 'akunyaa', 'elongated', 'akirnya', 'update', 'uga', 'repeated', 'makin', 'putih', 'ya', 'elongated', 'tidak', 'pernah', 'keluar', 'kamar', 'keknyaa', 'selama', 'summer', 'ya', 'elongated', 'repeated', 'sayang', 'anet', 'ama', 'yoongi', 'elongated', 'repeated'];['yoongi', 'elongated', 'kangen', 'banget', 'ampe', 'atit', 'nih', 'akunyaa', 'elongated', 'akirnya', 'update', 'uga', 'repeated', 'putih', 'ya', 'elongated', 'kamar', 'keknyaa', 'summer', 'ya', 'elongated', 'repeated', 'sayang', 'anet', 'ama', 'yoongi', 'elongated', 'repeated'];yoongi elongated kangen banget ampe atit nih akunyaa elongated akirnya update uga repeated putih ya elongated kamar keknyaa summer ya elongated repeated sayang anet ama yoongi elongated repeated;yoongi elongated kangen banget ampe atit nih akunyaa elongated akirnya update uga repeated putih ya elongated kamar keknyaa summer ya elongated repeated sayang anet ama yoongi elongated repeated
2224;Berusaha ikhlas dan pasrah. Hasil? serahin sama yg diatas. Allah udh ngatur segalanya, karna dia tau yang terbaik buat umatnya. Usaha ga akan menghianati hasil kok:)) *semangatindirisendiri*;berusaha ikhlas dan pasrah hasil serahin sama yg diatas allah udh ngatur segalanya karna dia tau yang terbaik buat umatnya usaha ga akan menghianati hasil kok happy semangatindirisendiri emphasis;['berusaha', 'ikhlas', 'dan', 'pasrah', 'hasil', 'serahin', 'sama', 'yg', 'diatas', 'allah', 'udh', 'ngatur', 'segalanya', 'karna', 'dia', 'tau', 'yang', 'terbaik', 'buat', 'umatnya', 'usaha', 'ga', 'akan', 'menghianati', 'hasil', 'kok', 'happy', 'semangatindirisendiri', 'emphasis'];['berusaha', 'ikhlas', 'dan', 'pasrah', 'hasil', 'serahin', 'sama', 'yang', 'diatas', 'allah', 'udh', 'ngatur', 'segalanya', 'karna', 'dia', 'tau', 'yang', 'terbaik', 'buat', 'umatnya', 'usaha', 'tidak', 'akan', 'menghianati', 'hasil', 'kok', 'happy', 'semangatindirisendiri', 'emphasis'];['berusaha', 'ikhlas', 'pasrah', 'hasil', 'serahin', 'diatas', 'allah', 'udh', 'ngatur', 'karna', 'tau', 'terbaik', 'umatnya', 'usaha', 'menghianati', 'hasil', 'happy', 'semangatindirisendiri', 'emphasis'];berusaha ikhlas pasrah hasil serahin diatas allah udh ngatur karna tau terbaik umatnya usaha menghianati hasil happy semangatindirisendiri emphasis;usaha ikhlas pasrah hasil serahin atas allah udh ngatur karna tau baik umat usaha menghianati hasil happy semangatindirisendiri emphasis
2225;Hm, agak gimana gitu ya liat orang2 yg against Via Vallen. Karena dimana2 pelecehan ya pelecehan, mau verbal atau fisik. Jadi inget pernah digituin juga... Hmm;hm agak gimana gitu ya liat orang2 yg against via vallen karena dimana2 pelecehan ya pelecehan mau verbal atau fisik jadi inget pernah digituin juga repeated hmm;['hm', 'agak', 'gimana', 'gitu', 'ya', 'liat', 'orang2', 'yg', 'against', 'via', 'vallen', 'karena', 'dimana2', 'pelecehan', 'ya', 'pelecehan', 'mau', 'verbal', 'atau', 'fisik', 'jadi', 'inget', 'pernah', 'digituin', 'juga', 'repeated', 'hmm'];['hm', 'agak', 'gimana', 'gitu', 'ya', 'liat', 'orang2', 'yang', 'against', 'via', 'vallen', 'karena', 'dimana2', 'pelecehan', 'ya', 'pelecehan', 'mau', 'verbal', 'atau', 'fisik', 'jadi', 'inget', 'pernah', 'digituin', 'juga', 'repeated', 'hmm'];['hm', 'gimana', 'gitu', 'ya', 'liat', 'orang2', 'against', 'via', 'vallen', 'dimana2', 'pelecehan', 'ya', 'pelecehan', 'verbal', 'fisik', 'inget', 'digituin', 'repeated', 'hmm'];hm gimana gitu ya liat orang2 against via vallen dimana2 pelecehan ya pelecehan verbal fisik inget digituin repeated hmm;hm gimana gitu ya liat orang2 against via vallen dimana2 leceh ya leceh verbal fisik inget digituin repeated hmm
2226;Makin modern gaya hidupmu, makin banyak kamu produksi sampah plastik. Believe it or not. [USERNAME] coba aja itu sehari klo kamu makan, berapa sedotan, gelas plastik, plastik makanan yang kamu buang ?? #HariLingkunganHidupSedunia;makin modern gaya hidupmu makin banyak kamu produksi sampah plastik believe it or not allcaps username allcaps coba aja itu sehari klo kamu makan berapa sedotan gelas plastik plastik makanan yang kamu buang repeated hashtag hari lingkungan hidup sedunia hashtag;['makin', 'modern', 'gaya', 'hidupmu', 'makin', 'banyak', 'kamu', 'produksi', 'sampah', 'plastik', 'believe', 'it', 'or', 'not', 'allcaps', 'username', 'allcaps', 'coba', 'aja', 'itu', 'sehari', 'klo', 'kamu', 'makan', 'berapa', 'sedotan', 'gelas', 'plastik', 'plastik', 'makanan', 'yang', 'kamu', 'buang', 'repeated', 'hashtag', 'hari', 'lingkungan', 'hidup', 'sedunia', 'hashtag'];['makin', 'modern', 'gaya', 'hidupmu', 'makin', 'banyak', 'kamu', 'produksi', 'sampah', 'plastik', 'believe', 'it', 'or', 'not', 'allcaps', 'username', 'allcaps', 'coba', 'saja', 'itu', 'sehari', 'klo', 'kamu', 'makan', 'berapa', 'sedotan', 'gelas', 'plastik', 'plastik', 'makanan', 'yang', 'kamu', 'buang', 'repeated', 'hashtag', 'hari', 'lingkungan', 'hidup', 'sedunia', 'hashtag'];['modern', 'gaya', 'hidupmu', 'produksi', 'sampah', 'plastik', 'believe', 'it', 'or', 'not', 'allcaps', 'username', 'allcaps', 'coba', 'sehari', 'klo', 'makan', 'sedotan', 'gelas', 'plastik', 'plastik', 'makanan', 'buang', 'repeated', 'hashtag', 'lingkungan', 'hidup', 'sedunia', 'hashtag'];modern gaya hidupmu produksi sampah plastik believe it or not allcaps username allcaps coba sehari klo makan sedotan gelas plastik plastik makanan buang repeated hashtag lingkungan hidup sedunia hashtag;modern gaya hidup produksi sampah plastik believe it or not allcaps username allcaps coba hari klo makan sedot gelas plastik plastik makan buang repeated hashtag lingkung hidup dunia hashtag
2227;Cerita dengan A lain. Cerita dengan B lain. Cerita dgn C lain. Aku harap hubungan suami isteri tu halal lah lagi. Huhu jgn di bawa main tau cerai2 ni. Bahaya;cerita dengan lain cerita dengan lain cerita dgn lain aku harap hubungan suami isteri tu halal lah lagi huhu jgn di bawa main tau cerai2 ni bahaya;['cerita', 'dengan', 'lain', 'cerita', 'dengan', 'lain', 'cerita', 'dgn', 'lain', 'aku', 'harap', 'hubungan', 'suami', 'isteri', 'tu', 'halal', 'lah', 'lagi', 'huhu', 'jgn', 'di', 'bawa', 'main', 'tau', 'cerai2', 'ni', 'bahaya'];['cerita', 'dengan', 'lain', 'cerita', 'dengan', 'lain', 'cerita', 'dengan', 'lain', 'aku', 'harap', 'hubungan', 'suami', 'isteri', 'tu', 'halal', 'lah', 'lagi', 'huhu', 'jgn', 'di', 'bawa', 'main', 'tau', 'cerai2', 'ni', 'bahaya'];['cerita', 'cerita', 'cerita', 'harap', 'hubungan', 'suami', 'isteri', 'tu', 'halal', 'huhu', 'jgn', 'bawa', 'main', 'tau', 'cerai2', 'ni', 'bahaya'];cerita cerita cerita harap hubungan suami isteri tu halal huhu jgn bawa main tau cerai2 ni bahaya;cerita cerita cerita harap hubung suami isteri tu halal huhu jgn bawa main tau cerai2 ni bahaya
2228;Udah ah, udah panjang. Pokoknya tuh aku sayang kamu, i love you, saranghae, 143;udah ah udah panjang pokoknya tuh aku sayang kamu love you saranghae number;['udah', 'ah', 'udah', 'panjang', 'pokoknya', 'tuh', 'aku', 'sayang', 'kamu', 'love', 'you', 'saranghae', 'number'];['udah', 'ah', 'udah', 'panjang', 'pokoknya', 'tuh', 'aku', 'sayang', 'kamu', 'love', 'you', 'saranghae', 'number'];['udah', 'ah', 'udah', 'pokoknya', 'tuh', 'sayang', 'love', 'you', 'saranghae', 'number'];udah ah udah pokoknya tuh sayang love you saranghae number;udah ah udah pokok tuh sayang love you saranghae number
2229;Turut berdukacita atas korban gempa bumi di Lombok Semoga Tuhan senantiasa berikan yang terbaik #prayforlombok Cc [USERNAME] [URL];turut berdukacita atas korban gempa bumi di lombok semoga tuhan senantiasa berikan yang terbaik hashtag pray for lombok hashtag cc allcaps username allcaps allcaps url allcaps;['turut', 'berdukacita', 'atas', 'korban', 'gempa', 'bumi', 'di', 'lombok', 'semoga', 'tuhan', 'senantiasa', 'berikan', 'yang', 'terbaik', 'hashtag', 'pray', 'for', 'lombok', 'hashtag', 'cc', 'allcaps', 'username', 'allcaps', 'allcaps', 'url', 'allcaps'];['turut', 'berdukacita', 'atas', 'korban', 'gempa', 'bumi', 'di', 'lombok', 'semoga', 'tuhan', 'senantiasa', 'berikan', 'yang', 'terbaik', 'hashtag', 'pray', 'for', 'lombok', 'hashtag', 'cc', 'allcaps', 'username', 'allcaps', 'allcaps', 'url', 'allcaps'];['berdukacita', 'korban', 'gempa', 'bumi', 'lombok', 'semoga', 'tuhan', 'senantiasa', 'terbaik', 'hashtag', 'pray', 'for', 'lombok', 'hashtag', 'cc', 'allcaps', 'username', 'allcaps', 'allcaps', 'url', 'allcaps'];berdukacita korban gempa bumi lombok semoga tuhan senantiasa terbaik hashtag pray for lombok hashtag cc allcaps username allcaps allcaps url allcaps;dukacita korban gempa bumi lombok moga tuhan senantiasa baik hashtag pray for lombok hashtag cc allcaps username allcaps allcaps url allcaps
2230;Baca ini aku jadi takut:( padahal pakaianku sehari-hari juga udah syari, kerudung menutup dada dan selalu pakai rok.;baca ini aku jadi takut sad padahal pakaianku sehari hari juga udah syari kerudung menutup dada dan selalu pakai rok;['baca', 'ini', 'aku', 'jadi', 'takut', 'sad', 'padahal', 'pakaianku', 'sehari', 'hari', 'juga', 'udah', 'syari', 'kerudung', 'menutup', 'dada', 'dan', 'selalu', 'pakai', 'rok'];['baca', 'ini', 'aku', 'jadi', 'takut', 'sad', 'padahal', 'pakaianku', 'sehari', 'hari', 'juga', 'udah', 'syari', 'kerudung', 'menutup', 'dada', 'dan', 'selalu', 'pakai', 'rok'];['baca', 'takut', 'sad', 'pakaianku', 'sehari', 'udah', 'syari', 'kerudung', 'menutup', 'dada', 'pakai', 'rok'];baca takut sad pakaianku sehari udah syari kerudung menutup dada pakai rok;baca takut sad pakai hari udah syar kerudung tutup dada pakai rok
2231;Orang ga tau diri itu adalah kursi sebelahnya kosong tapi dibuat naruh jaket/tas, yang ga kebagian kursi berdiri di sebelahnya tapi dia tetep ga mindahin barang2nya :);orang ga tau diri itu adalah kursi sebelahnya kosong tapi dibuat naruh jaket tas yang ga kebagian kursi berdiri di sebelahnya tapi dia tetep ga mindahin barang2nya happy;['orang', 'ga', 'tau', 'diri', 'itu', 'adalah', 'kursi', 'sebelahnya', 'kosong', 'tapi', 'dibuat', 'naruh', 'jaket', 'tas', 'yang', 'ga', 'kebagian', 'kursi', 'berdiri', 'di', 'sebelahnya', 'tapi', 'dia', 'tetep', 'ga', 'mindahin', 'barang2nya', 'happy'];['orang', 'tidak', 'tau', 'diri', 'itu', 'adalah', 'kursi', 'sebelahnya', 'kosong', 'tapi', 'dibuat', 'naruh', 'jaket', 'tas', 'yang', 'tidak', 'kebagian', 'kursi', 'berdiri', 'di', 'sebelahnya', 'tapi', 'dia', 'tetep', 'tidak', 'mindahin', 'barang2nya', 'happy'];['orang', 'tau', 'kursi', 'sebelahnya', 'kosong', 'naruh', 'jaket', 'tas', 'kebagian', 'kursi', 'berdiri', 'sebelahnya', 'tetep', 'mindahin', 'barang2nya', 'happy'];orang tau kursi sebelahnya kosong naruh jaket tas kebagian kursi berdiri sebelahnya tetep mindahin barang2nya happy;orang tau kursi belah kosong naruh jaket tas bagi kursi diri belah tetep mindahin barang2nya happy
2232;Wah sekarang udah gak ada tulisan itu ya? Apollo dengan Pollo aja udah berdamai dengan masa lalu, tinggal mbanya aja nih yg belum berdamai dengan ... Ah sudahlah haha;wah sekarang udah gak ada tulisan itu ya apollo dengan pollo aja udah berdamai dengan masa lalu tinggal mbanya aja nih yg belum berdamai dengan repeated ah sudahlah haha;['wah', 'sekarang', 'udah', 'gak', 'ada', 'tulisan', 'itu', 'ya', 'apollo', 'dengan', 'pollo', 'aja', 'udah', 'berdamai', 'dengan', 'masa', 'lalu', 'tinggal', 'mbanya', 'aja', 'nih', 'yg', 'belum', 'berdamai', 'dengan', 'repeated', 'ah', 'sudahlah', 'haha'];['wah', 'sekarang', 'udah', 'gak', 'ada', 'tulisan', 'itu', 'ya', 'apollo', 'dengan', 'pollo', 'saja', 'udah', 'berdamai', 'dengan', 'masa', 'lalu', 'tinggal', 'mbanya', 'saja', 'nih', 'yang', 'belum', 'berdamai', 'dengan', 'repeated', 'ah', 'sudahlah', 'haha'];['udah', 'gak', 'tulisan', 'ya', 'apollo', 'pollo', 'udah', 'berdamai', 'tinggal', 'mbanya', 'nih', 'berdamai', 'repeated', 'ah', 'haha'];udah gak tulisan ya apollo pollo udah berdamai tinggal mbanya nih berdamai repeated ah haha;udah gak tulis ya apollo pollo udah damai tinggal mbanya nih damai repeated ah haha
2233;Di malam 21 ini, aku berdoa, semoga apa apa yg overdosis di negeri ini segera kembali pada dosisnya apapun itu, yang sedang sedang aja, yang tengah tengah aja. Berlebihan itu ga baeek;di malam number ini aku berdoa semoga apa apa yg overdosis di negeri ini segera kembali pada dosisnya apapun itu yang sedang sedang aja yang tengah tengah aja berlebihan itu ga baeek;['di', 'malam', 'number', 'ini', 'aku', 'berdoa', 'semoga', 'apa', 'apa', 'yg', 'overdosis', 'di', 'negeri', 'ini', 'segera', 'kembali', 'pada', 'dosisnya', 'apapun', 'itu', 'yang', 'sedang', 'sedang', 'aja', 'yang', 'tengah', 'tengah', 'aja', 'berlebihan', 'itu', 'ga', 'baeek'];['di', 'malam', 'number', 'ini', 'aku', 'berdoa', 'semoga', 'apa', 'apa', 'yang', 'overdosis', 'di', 'negeri', 'ini', 'segera', 'kembali', 'pada', 'dosisnya', 'apapun', 'itu', 'yang', 'sedang', 'sedang', 'saja', 'yang', 'tengah', 'tengah', 'saja', 'berlebihan', 'itu', 'tidak', 'baeek'];['malam', 'number', 'berdoa', 'semoga', 'overdosis', 'negeri', 'dosisnya', 'apapun', 'baeek'];malam number berdoa semoga overdosis negeri dosisnya apapun baeek;malam number doa moga overdosis negeri dosis apa baeek
